MenuId,ProductName,ProductDescription
1441,Aimery Crémant de Limoux Rose Wine,This powerfully sparkling Rose Wine has quite a complex aroma and an appealing dryish taste.
1441,H. Lanvin & Fils Brut,"Golden in colour with fine bubbles, this elegant Champagne is fresh on the nose with a rounded toasty palate."
1441,Birra Angelo Poretti,"Birra Angelo Poretti is a pale blonde Pils-style Lager from Varese in Northern Italy with an aromatic aroma of lemons and limes, well balanced malty hoppy flavours with a subtely hoppy lingering finish."
1441,Shed Head,"Shed Head is a 4.6% ABV American pale ale, dry hopped using Cascade and Citra hops, brewed in Falkenberg, Sweden and imported to the UK. The beer is balanced perfectly with bitterness and tropical fruit aromas, providing refreshment and delivering on flavour."
1441,Bad Apple,"Crafted in Herefordshire, a carefully blended, yet complex Cider with layers of flavour.  A tangy, fresh-pressed apple and blossom scent."
1441,Bee 17,"Incoming! The Bee 17 turned out pretty much as you would expect a pilsner-style lager from the Backyard Brewery in Sweden to. While lagering the brewmaster bombards the brew with hops giving the beers its final profile. The grassy Saaz battles flowery Willamette for your nose's attention, giving it a pleasurable sting in the tail. No wonder there's a real buzz about this beer."
1441,Lawnmower,"This is Swedish lager. The very first release from the refreshingly experimental Backyard Brewery in Falkenberg, is a 'lawn mower' beer - the term used for a crisp, pale and light tasting lager, the kind of beer you drink on a hot summer's day after working hard in the back yard - except this one comes with bags of additional attitude. It is loud and noisy, but the neighbours won't mind (just as long as you invite them round to share one)."
1441,Brooklyn Lager,"Brooklyn Lager is the flagship label of the Brooklyn Brewery, started in 1987 by Steve Hindy and Tom Potter and which, through the passion and experience of renowned brewmaster Garret Oliver, continues to remain in the vanguard of craft beer innovation. This is New York's 'hometown' beer, brewed to a recipe that reflects an era when Brooklyn was the brewing capital of the USA's East Coast. It's as American as you can get."
1441,Grimbergen Blonde,"This beer is living proof of the brewing expertise of the Fathers at the Grimbergen Abbey in Belgium. In centuries past, they developed their own techniques for filtering their beer, long before the technology to do so was generally available. This classic golden, top-fermented blonde beer used to be savoured only by passing pilgrims, visiting celebrants and the Fathers themselves. Now we can all appreciate their visionary skill. Amen."
1443,Cacique and Tonic,Experience the smooth and refreshingly crisp taste of Cacique Añejo rum mixed with tonic over ice.
1443,Captain Morgan Long Island Iced Tea,"Enjoy Captain Morgan's Spiced mixed with vodka and tequila, cola and lemon."
1443,Cardhu Over Ice with a twist,Honeyed & Mellow. The generously flavoured malt.
1443,Ciroc Dark Sunset,Cîroc Red Berry shaken over fresh raspberries and lemon juice finished with a dash of soda.
1443,Cîroc Coconut Julep,"Enjoy the fresh experience of Cîroc Coconut, garnished with lemon wedges and mint sprigs."
1443,Don Julio Paloma #2,The refreshing taste of Don Julio Blanco built over fresh grapefruit and lemonade.
1443,Haig Club ™ Green Tea and Grain,Green tea provides an unusual and delicate accompaniment for Haig Club ™ single grain Scotch Whisky
1443,Maker's Mark Bou,
1443,J & B Rare,
1443,Glenmorangie Quinta Ruban,
1443,Highland Park 12YO,
1443,Glenkinchie 12YO,
1443,Glenfiddich 15YO,
1443,Bushmills Black Bush,
1444,Bulleit Mint Julep,"Savour this old American classic with fresh mint and sugar, chilled perfectly with Bulleit Bourbon"
1444,Bloody Mary with Don Julio Reposado,"Taste the peppery flavour of Don Julio Reposado tequila with tomato juice, tabasco sauce and spices."
1444,Cacique and Ginger Ale,Discover the sweet and spicey combination for Cacique Añejo Rum mixed with Ginger Ale.
1444,Ciroc Dark Sunset,Cîroc Red Berry shaken over fresh raspberries and lemon juice finished with a dash of soda.
1444,Cîroc Sparkle,"Enjoy the sweet and refreshing taste of Cîroc Ultra Premium Vodka, delicately topped with Champagne."
1444,Gordon's and Lemon & Lime Soda,Enjoy crisp and clean Gordon's Gin mixed with sweet and refreshingly tasty Lemonade.
1444,Grand Side Car,The Cognac based orange liqueur Grand Marnier will make an exceptionally well balanced Side Car
1444,Whyte & Mackay,
1444,The Balvenie Doublewood 12YO,
1444,Teacher's Highland Cream Scotch Whisky,
1444,Maker's Mark Bou,
1444,Johnnie Walker Red Label,
1445,Bite The Bulleit,Experience the fiery taste of Bulleit Bourbon and red chilli.
1445,Buchanan's With Water,Buchanan's served with a touch of water
1445,Bulleit Apple Mustard Sour,"Enjoy this classic whiskey sour revisited by Bulleit Bourbon, with apple juice and French mustard."
1445,Bullhive,Enjoy Bulleit bourbon in a shot glass with a piece of honeycomb
1445,Caipirinha Ypióca,Enjoy the zesty and refreshing taste of Ypióca Cachaça with lemon and sugar.
1445,Captain Morgan Cannon Ball,Enjoy the cool taste of Captain Morgan's Spiced Cannon Ball featuring Cola and a splash of lime.
1445,Captain Morgan Spiced Gold Cuba Libre,"A rich and spicy mix of fresh lime, Captain Morgan Spiced Rum and cola."
1445,Ciroc Frost,"A blend of Cîroc Coconut, zesty bitters and refreshing grapefruit juice. Sweet and crisp."
1445,The Dalmore 12YO,
1445,The Famous Grouse,
1445,Talisker 10YO,
1445,Penderyn Single Welsh Whisky,
1445,Johnnie Walker Red Label,
1446,7Up Free,
1446,7Up Free,
1446,7Up Free,
1447,7Up Free,
1452,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1453,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1453,Alma Mora Shiraz,"A full-bodied wine of intense colour with spicy aromas. It is strong and elegant, with sweet tannins and a very pleasant finish in the mouth."
1453,Akau Sauvignon Blanc,"Vibrancy and fruitiness, abundant aromas of pineapple, gooseberry and elderflower, hints of nettle and a lingering finish."
1454,Absolut Peppar,"Hot and spicy with a distinct character of green bell, chili and jalapeño pepper"
1455,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1455,Adnams Mosaic Pale Ale,"The Jack Brand range pays homage to the generations of brewers that have come before us, with a firm nod to our history, we¹ve added an exciting slurp of Œthe modern¹. Mosaic hops are a new US hop variety released in early 2012. Mosaic hops are bred from Simcoe and Nugget hops, taking the best of these varieties to provide clean bitterness and outstanding flavours and aromas. Mosaic hops are similar to Citra, only they impart more intense flavours."
1455,Anchor Porter,"Anchor Porter became the first modern American porter-style beer when it was introduced in 1972. More than four decades later, Anchor Porter continues to reward those who look beyond its possibly intimidating appearance to discover a smooth, full-bodied drinkability. The definitive American Porter."
1455,Anchor Steam Beer,"Anchor Brewing has played a significant role in San Francisco's history. Anchor Steam, a classic of American brewery tradition 1896, can trace its heritage back to California Gold Rush era. The name Steam comes from West-Coast slang - to describe beers brewed under primitive conditions. Probably referring to when beers were brewed on San Francisco rooftops with steam emanating from the open pans"
1455,Angry Orchard,"Angry Orchard’s cider makers spent 15 years experimenting at their home in Cincinnati with ‘hard’ cider. French bittersweet apples from Normandy and Brittany provide complexity and heady notes, drawing on a renowned cider heritage. These are blended with culinary apples from the Alto Adige region of Italy, which is famed for producing apples with a juicy, luscious ripe character. This combination of acidity and astringency gives Angry Orchard just the right ‘bite’ and since launching in 2011, it has become the number one cider in the U.S."
1456,Absolut Blue,"Based on the simple concept of ""One Source"", located near Åhus, in Southern Sweden. ABSOLUT VODKA is exclusively made of the 100% natural ingredients; water and winter wheat. Rich, full-bodied and complex, yet smooth and mellow with a distinct character of grain, followed by a hint of dried fruit."
1456,Absolut Citron,"Smooth and mellow, with a fresh fruity lemon and lime character and a note of lemon peel."
1456,Absolut Peppar,"Hot and spicy with a distinct character of green bell, chili and jalapeño pepper"
1459,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1459,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1459,Aimery Crémant de Limoux Brut,A fruity and fresh sparkling wine that has an excellent mousse and off-dry palate.
1459,Aimery Crémant de Limoux Rose Wine,This powerfully sparkling Rose Wine has quite a complex aroma and an appealing dryish taste.
1459,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1459,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1459,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1459,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1462,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1462,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1462,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1462,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1462,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1462,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1462,Aimery Crémant de Limoux Brut,A fruity and fresh sparkling wine that has an excellent mousse and off-dry palate.
1463,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1463,Alma Mora Shiraz,"A full-bodied wine of intense colour with spicy aromas. It is strong and elegant, with sweet tannins and a very pleasant finish in the mouth."
1463,Andes Peak Merlot,A medium bodied wine which has a blackberry and plum aroma and fruity herbaceous palate.
1463,Andes Peak Cabernet Sauvignon,"This dry, fresh and complex tasting wine has a yellow-greenish colour with fresh zingy fruit aromas."
1463,Akau Sauvignon Blanc,"Vibrancy and fruitiness, abundant aromas of pineapple, gooseberry and elderflower, hints of nettle and a lingering finish."
1463,Alma Mora Viognier,"Aromas of ripe apricots and peaches with a refreshing combination of orange blossom, ripe apricot and a hint of pineapple on the palate."
1463,Argento Chardonnay,"An exceptional, lightly oaked Chardonnay which offers aromas of ripe citrus and tropical fruits. Concentrated grapefruit, apple and pear fruit flavours."
1463,Avito Chardonnay,"Fresh fruit aromas of green apples, ripe grapefruit and lime zest on the nose with honeysuckle and the scent of honey on the palate. The finish is fresh and crisp with citrus flavours and mineral touches."
1463,Avito Pinot Grigio,"A fresh dry white with gentle floral and citrus aromas. Crisp and delicate on the palate with lightly honeyed fruit balanced by lemony acidity, some minerality and a fresh, dry finish."
1463,Alma Mora Shiraz Rose,"A young, fruity, intense wine with floral aromas, powerful and elegant with an almost sweet aromatic long finish."
1463,Araldica Spumante Moscato Bianco,"Typical Asti aromas of fresh juicy grapes and yeasty hints. A true tingle on the palate leads to a fresh, light-bodied sparkling wine."
1463,Armand de Brignac Brut Gold,"Complex and full bodied with fresh light floral notes sumptious on the palate with a delicious creamy texture great depth and long silky finish pressed from Chardonnay, Pinot Meunier and Pinot Noir wines."
1464,Akau Pinot Noir,"Fruit-driven with plum, black cherry and spicy oak aromas. A medium level of soft, ripe tannins provides a silky texture to this lingering, accessible wine."
1464,Alma Mora Shiraz,"A full-bodied wine of intense colour with spicy aromas. It is strong and elegant, with sweet tannins and a very pleasant finish in the mouth."
1464,Apothic Red,"An easy drinking, everyday wine which is dry and fresh in style. It has aromas and flavours of apples and pears with some citrus fruit."
1464,Argento Malbec,Dark violet in colour with aromas of blackstone fruit and notes of chocolate. Black fruit flavours with a touch of sweet spice lead to a lingering finish.
1464,Antoine Mouiex St Emilion Grand Cru,"A delicious red with some loose red fruit flavours, Strawberry and Raspberry with hints of vanilla."
1464,Avito Shiraz,"Ripe, plummy fruit and a touch of bramble, spice and vanilla. The palate has cherry and plummy notes leading to good acidity and a tannic finish."
1464,Akau Sauvignon Blanc,"Vibrancy and fruitiness, abundant aromas of pineapple, gooseberry and elderflower, hints of nettle and a lingering finish."
1464,Avito Chardonnay,"Fresh fruit aromas of green apples, ripe grapefruit and lime zest on the nose with honeysuckle and the scent of honey on the palate. The finish is fresh and crisp with citrus flavours and mineral touches."
1464,Babich Cowslip Valley Riesling,"The nose is lemon, lime and floral. Citrus with a juicy weight on the palate and tightly focused with grainy tannins adding texture. The finish is long, dry and limey with just a hint of apricot and slate."
1464,Armand de Brignac Brut Gold,"Complex and full bodied with fresh light floral notes sumptious on the palate with a delicious creamy texture great depth and long silky finish pressed from Chardonnay, Pinot Meunier and Pinot Noir wines."
1464,Ayala Brut Majeur,"Light gold in colour, with a delicate mousse. The nose unveils expressive notes of citrus, florals and white fruits. Well balanced with a delicate complexity, Chardonnay adds a lively, fresh fruitiness on the palate, whilst Pinot Noir gives the wine richness and length."
1466,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1466,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1466,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1466,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1466,Aimery Crémant de Limoux Rose Wine,This powerfully sparkling Rose Wine has quite a complex aroma and an appealing dryish taste.
1466,Aimery Crémant de Limoux Brut,A fruity and fresh sparkling wine that has an excellent mousse and off-dry palate.
1466,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1466,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1468,7 Up Free,Lemon Lime soft drink containing 100% natural lemon and lime flavours
1470,Petite Fleur Sauvignon Blanc,"A lively wine with aromas of citrus fruit and mineral. On the palate it displays plenty of green and citrus fruit, in particular green apple and lime flavours, as well as some refined mineral notes."
1470,Monty Hill Chardonnay,"The nose is complex with toasty, smoky aromas, closely followed by rich notes of butter and hazelnuts. The palate is well structured, ripe and silky smooth."
1470,Pier 42 Pinot Grigio,Ripe citrus and green apple fruit supported by fine acidity.
1470,Solar Viejo Rioja Blanco,"A modern, un-oaked white Rioja with vibrant fruit flavours, hints of crisp citrus and soft floral notes. Refreshing, with well integrated acidity."
1470,Rongopai Sauvignon Blanc,Fruit driven with refreshing apple and melon notes. There is a nice juicy weight to this wine with a fine structure and a pleasantly long spicy finish.
1470,La Joya Gran Reserva Viognier,Yellow color with gentle oat hints. Intense apricot and cherimoya ice cream aromas. Fresh wine of good acidity with great aromatic intensity.
1470,Sancerre Domaine des Vieux Pruniers,"The nose is clean and fresh with lemon and leafy green aromas. The palate is full of citrus and mineral fruits leading into the dry, crisp, lengthy finish."
1470,Petite Fleur Rose,"A well-balanced, dry Rosé wine with a fresh fruitiness."
1470,Riptide White Zinfandel,
1470,Pier 42 Pinot Grigio Rose,Well balanced acidity and a fresh strawberry bouquet.
1470,Sancerre Rose Petit Broux,"Dry and light with a mouth-watering layer of red fruits covering its vivacious, mineral acidity lending elegance and poise to the long, crisp finish."
1470,Petite Fleur Cabernet Sauvignon,"The nose is dominated by black fruits and spicy notes. On the palate, there are abundant flavours of elderberry, bramble, cinnamon and orange zest with soft, round tannins providing a silky finish."
1470,Petirrojo Reserva Merlot,Fresh red fruit aromas of strawberries and raspberries with a subtle note of vanilla and toasted oak.
1470,L'Instant Truffier Malbec,A typical dark coloured Malbec. A fruity and well balanced wine with an intense and complex nose. Robust and lively with fine peppered tannins.
1470,Castillo de Clavijo Rioja Crianza,"Aromas of ripe red-berries, spices and vanilla. Balanced and pleasant, with body, elegant and harmonious on the palate, with very ripe fruit flavours."
1470,Fleurie Mommesin,"Made from the Gamay grape, it is a light, fresh and fruity style of wine with lots of juicy, strawberry flavours."
1470,Chio Prosecco,"Smooth and elegant with crisp, fruity flavours and a long finish."
1470,Chapel Down Brut NV,"Ripe red apples and peach dominate this fruit driven wine. Very approachable style of fizz, expect to find apples and light tropical fruit."
1470,Bollinger Special Cuvee NV,"Bollinger is one of the oldest family houses still in existence in Champagne, their methods have little changed and their wines are still outstanding."
1470,Bollinger Rose NV,"Bollinger Rosé is the first non vintage Rosé produced with careful blending of Pinot Noir, Chardonnay and Meunier with 5% still wine from Cote des Enfants."
1470,Krug Grande Cuvee NV,"An intense, enchanting bouquet and full, round aromas. Flavours of roasted hazelnuts, ending with a flowery, beautiful fresh note."
1473,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1473,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1473,Aimery Crémant de Limoux Brut,A fruity and fresh sparkling wine that has an excellent mousse and off-dry palate.
1473,Aimery Crémant de Limoux Rose Wine,This powerfully sparkling Rose Wine has quite a complex aroma and an appealing dryish taste.
1473,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1473,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1473,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1473,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1474,"Lobo Loco Macabeo, Vino de la Tierra Castilla",An attractive dry White Wine with floral aromas and a crisp finish.
1474,Millstream Chenin Blanc,Light and fresh with an attractive quince and pear character.
1474,Lyric Pinot Grigio,"A really characterful Pinot Grigio, with tempting apricot, peach and melon fruit."
1474,Plate 95 Sauvignon Blanc,Fresh and zesty with ripe tropical fruit flavours.
1474,Gulara Chardonnay,Clean and fresh with melon and apple fruit flavours leading to a crisp finish.
1474,"Cloud Island Sauvignon Blanc, Marlborough",Fresh and Juicy with tropical fruit flavours and zingy acidity.
1474,"Chablis, Moreau","Steely and dry with a hint of green in the colour. Like all fine Chablis, the fruit is balanced by crisp acidity."
1474,Gavi Terre del Barolo,"Crisp, dry White Wine, light and elegant with a long nutty finish."
1474,Sancerre Bougrier,"A well-structuRed Wine dry White Wine wine, with a stony, leafy, green fruit aroma."
1474,Invenio Zinfandel Rosé Wine,Light fruity Rosé Wine bursting with strawberry fruits. Medium-sweet but well balanced.
1474,Lyric Pinot Grigio Blush,A light and delicate pink Pinot Grigio that is off-dry on the palate.
1474,"Lobo Loco Tempranillo, Vino de la Tierra Castilla",An easy-drinking fruity Red Wine with lots of strawberry fruit and a silky smooth finish.
1474,"Invenio Merlot, Vin de Pays d’Oc","Deep ruby colour, with perfumed Red Wine fruit character."
1474,Spearwood Shiraz,Youthful and juicy with lots of berry fruit and a touch of spice.
1474,"Las Ondas Cabernet Sauvignon, Valle Central",Ripe black fruits and oak make up the aroma of this mid-bodied Red Wine wine.
1474,Finca de Oro Rioja,"A surprisingly refined and complex mid bodied Red Wine, showing dark fruit, spice and oak aromas."
1474,"Andean Vineyards Malbec, Mendoza",A mid-bodied and warming Red Wine wine that has a good attack of damson and spice aromas.
1474,Cycles Gladiator Pinot Noir,A youthful blast of raspberry and Red Wine cherry fruit defines this lightish-bodied Red Wine wine.
1474,Chianti DOCG Vernaiolo Rocca delle Macie,"This mid-bodied Chianti is lively and fresh, showing attractive dry fruit and spicy aromas."
1474,Saint-Émilion Fortin Plaisance,Dark berry fruit and a touch of oak are followed by a mid-bodied palate.
1474,Ponte Prosecco Extra Dry,"Clean, dry and crisp, with a creamy finish."
1474,H. Lanvin & Fils Brut,"Golden in colour with fine bubbles, this elegant Champagne is fresh on the nose with a rounded toasty palate."
1474,Veuve Clicquot Yellow Label Brut,"A full, dry, rounded Champagne of consistently high quality."
1475,Vedett Extra Blond,"From the celebrated Belgian brewery Duvel Moortgat, Vedett has always been a cult favourite: first close to home in Antwerp and Brussels, before its quirky taste and reputation for originality (including its retro design) attracted discerning drinkers throughout Belgium, and now across Europe. Vedett translates literally as 'Star' in both Flemish and French, and has lived up to its name as an anarchic, alternative and cool blonde beer."
1475,Samuel Adams Boston Lager,"Samuel Adams began in a kitchen - which is why their belief is that no dream is too big. Jim Koch, chairman of the Boston Beer Company, represents the sixth generation of this great brewing family. Their Samuel Adams Boston Lager follows the recipe of Jim's great-great-grandfather, using only classic ingredients and hand-crafted with extraordinary care and attention to detail. This lager helped spark the American craft beer revolution that started in the 1980's."
1475,Flying Dog Easy IPA,"1990 saw the opening of the Flying Dog Brewpub in Aspen, Colorado. From that brewpub to fully-fledged Denver brewery in 1994, and then to our current state-of-the-art brewing facility in Frederick, Maryland, Flying Dog continues to make sense. Easy IPA is the first beer in our Brewhouse Rarities series of staff-pitched and elected limited releases to become a part of our regular portfolio."
1475,Black Isle Blonde Lager,Black Isle Brewery are located north of Inverness in the Scottish Highlands. We brew beer using our own malted barley grown on the farm and our own spring water. All our beers are certified Organic.
1475,Founders All Day IPA,"The Founders Family, a group of passionate beer enthusiasts, has grown around this simple philosophy: ""We don't brew beer for the masses. Our beers are crafted for a chosen few, renegades and rebels who enjoy a beer that pushes the limits"". All Day IPA keeps your taste buds satisfied while keeping your sense sharp. Naturally brewed with a complex array of malts, grains and hops. Balanced for optimal aromatics and clean finish."
1475,Shipyard Pale Ale,"Located in the historic working waterfront in Portland, Maine, the Shipyard microbrewery was founded in 1994, evolving out of Federal Jack's Restaurant and Brew Pub in nearby Kennebunk. This American Pale Ale is a variation of Shipyard's famous Independence Pale Ale - based on the character of an American IPA, but with more subtle flavours and finish."
1475,Bad Apple,"Crafted in Herefordshire, a carefully blended, yet complex Cider with layers of flavour.  A tangy, fresh-pressed apple and blossom scent."
1475,Big Hug Hibernation White IPA,"We are Hobo Brewers which allows us the flexibility to brew where we want and work with people that will allow us to provide the best quality beers we can, always from our own recipe's and the ability to grow without limit on capacity."
1475,Duvel,"Belgians acquired a taste for British soldiers introduced their beers to Belgium during WW1. Brewer Albert Moortgat used a strain of Scottish yeast to create a beer commemorating the end of the War in 1918, which he initially called 'Victory Ale' before one of his friends, a local shoemaker, described the beer as 'nen echten Duvel' or 'a true Devil' during a tasting. The name has stuck ever since. The beer has been perfected over time and is bottle conditioned over a 90 day period giving it a reputation of one of the best beers in the world ever."
1475,Founders All Day IPA,"The Founders Family, a group of passionate beer enthusiasts, has grown around this simple philosophy: ""We don't brew beer for the masses. Our beers are crafted for a chosen few, renegades and rebels who enjoy a beer that pushes the limits"". All Day IPA keeps your taste buds satisfied while keeping your sense sharp. Naturally brewed with a complex array of malts, grains and hops. Balanced for optimal aromatics and clean finish."
1475,Flying Dog Snake Dog IPA,"More cunning than a snake in the bush…Snake Dog India Pale Ale is a Colorado-style IPA, power-hopped with speciality hops from the Pacific Northwest. This is the brewery's hop monster, and the citrus fruit aroma will hypnotize the senses of the most hardcore of craft drinkers. Snake Dog is also a star of Food Network. It was recently featured in the ""Zoo Foods"" episode of Unwrapped. Sadly, Double Dare legend Marc Summers did not make an appearance at the brewery during filming."
1475,Goose Island IPA,"When John Hall opened the Goose Island Brew Pub in Chicago in 1988, he was inspired by the variety and flavour of beers he had encountered on his travels in Europe. This beer is based on the original recipes used for the East India Company in the 18th Century. An era when traditional English pale ales had additional hops added to help preserve them on their arduous journey to India. Goose Island IPA is regarded as a classic of this style."
1475,Anchor Porter,"Anchor Porter became the first modern American porter-style beer when it was introduced in 1972. More than four decades later, Anchor Porter continues to reward those who look beyond its possibly intimidating appearance to discover a smooth, full-bodied drinkability. The definitive American Porter."
1475,Lagunitas IPA,"Tony Magee started brewing in December 1992 on his kitchen stove in the West Marin county town of Lagunitas, California. The very next December Tony got his first license to brew, then he began to brew commercially in January 1994. Tony got ejected from this West Marin location in the summer of 1995 because of the septic system's inability to handle the process. Turns out, when the liquid started rising from the drains, the small town knew who to blame. So Tony moved everything to nearby Petaluma in Sonoma County, where we still are today."
1475,Brooklyn Lager,"Brooklyn Lager is the flagship label of the Brooklyn Brewery, started in 1987 by Steve Hindy and Tom Potter and which, through the passion and experience of renowned brewmaster Garret Oliver, continues to remain in the vanguard of craft beer innovation. This is New York's 'hometown' beer, brewed to a recipe that reflects an era when Brooklyn was the brewing capital of the USA's East Coast. It's as American as you can get."
1475,Bee 17,"Incoming! The Bee 17 turned out pretty much as you would expect a pilsner-style lager from the Backyard Brewery in Sweden to. While lagering the brewmaster bombards the brew with hops giving the beers its final profile. The grassy Saaz battles flowery Willamette for your nose's attention, giving it a pleasurable sting in the tail. No wonder there's a real buzz about this beer."
1475,Crafty Dan 13 Guns,This American IPA is a salute to the original 13 states of America and the 13 Gun salute made on the very first Independence Day. One of the 1001 Beers You Must Try Before You Die (Adrian Tierney-Jones).
1475,A-HOP-ALYPSE NOW,"ATTEN HUT!!! Camerons have created a golden cask beer with a citrus aroma and satisfying full hop flavour. The Cascade, Chinook and Fuggles hops deliver an initial citrus flavour followed by a satisfying bitter taste."
1475,Bishops Finger,"Fashioned on a firm, fruity foundation of crystal malt, this rich, ruby-coloured Kent classic belies its burly appearance with a complexity of flavour. Mouth-filling fruit, prunes, plums and dried apricot spiked with palate-prickling pepper, cinnamon and a soft bitter blood-orange finish."
1475,Gales Seafarers,"Light golden beer with a wonderful fresh 'bracing' aroma of zesty, spicy hops followed by a palate full of fruit and malt character."
1475,Ghost Ship,A pale ale with a great balance of fresh lime and lemon notes from the Citra hops combined with a slight sweetness from the malted rye.
1475,Tetleys Cask,"First brewed in Leeds in 1822, this classic amber session bitter has roasted caramel bitter sweetness balanced with distinctly aromatic smooth hoppy flavours and a lingering dry bitter finish."
1476,7Up,
1476,Armadillo Cream,
1476,Argento Malbec,Dark violet in colour with aromas of blackstone fruit and notes of chocolate. Black fruit flavours with a touch of sweet spice lead to a lingering finish.
1479,Hoegaarden,
1480,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Ocfhfhfhghf",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1480,"Aimery Cabernet Sauvignon Rose Wine, Vin de Pays d’Oc",This Rose Wine wine has pleasant strawberry flavours and a crisp dry finish.
1480,"Aimery Cabernet Sauvignon, Vin de Pays d’Oc","Marked leafy Cabernet aromas, with soft supple tannins on the palate."
1480,Aimery Crémant de Limoux Rose Wine,This powerfully sparkling Rose Wine has quite a complex aroma and an appealing dryish taste.
1480,Aimery Crémant de Limoux Brut,A fruity and fresh sparkling wine that has an excellent mousse and off-dry palate.
1480,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1480,"Aimery Chardonnay, Vin de Pays d’Oc","This White Wine has fragrant, lively fruit on the nose and a good balance of weight and acidity."
1481,Brooklyn Lager,"Brooklyn Lager is the flagship label of the Brooklyn Brewery, started in 1987 by Steve Hindy and Tom Potter and which, through the passion and experience of renowned brewmaster Garret Oliver, continues to remain in the vanguard of craft beer innovation. This is New York's 'hometown' beer, brewed to a recipe that reflects an era when Brooklyn was the brewing capital of the USA's East Coast. It's as American as you can get."
1481,Brooklyn Lager,"Brooklyn Lager is the flagship label of the Brooklyn Brewery, started in 1987 by Steve Hindy and Tom Potter and which, through the passion and experience of renowned brewmaster Garret Oliver, continues to remain in the vanguard of craft beer innovation. This is New York's 'hometown' beer, brewed to a recipe that reflects an era when Brooklyn was the brewing capital of the USA's East Coast. It's as American as you can get."
